order_key,city_key,customer_key,stock_item_key,order_date_key,picked_date_key,salesperson_key,picker_key,package,quantity,unit_price,tax_rate,total_excluding_tax,tax_amount,total_including_tax
547,80,363,357,2013-04-25,2015-03-16,170,122,S,853,4937.44,29,8960.28,757.25,7167.72
548,21,222,531,2015-08-13,2013-10-31,50,37,S,859,3796.18,40,8497.34,646.02,9354.19
549,61,264,519,2016-11-04,2015-02-20,189,60,S,494,3243.26,14,5563.83,434.59,5704.08
550,6,252,344,2013-05-29,2013-04-10,24,169,L,76,770.35,35,1799.45,863.25,7813.33
551,9,14,582,2015-03-31,2015-09-27,33,104,L,729,627.08,66,7074.56,590.92,7594.57
552,64,32,77,2015-04-29,2015-09-07,102,127,X,746,2612.83,40,1391.54,924.05,4591.98
553,30,283,291,2016-05-05,2015-11-03,177,203,S,181,1214.83,56,7214.25,563.65,6238.41
554,65,272,558,2016-08-24,2014-09-19,155,163,M,581,1338.55,26,7332.5,620.22,1160.27
555,37,114,453,2015-10-07,2015-02-04,46,151,M,184,1137.31,19,725.93,766.1,9787.27
556,74,201,37,2016-10-04,2013-07-16,202,115,S,650,1905.49,29,5113.71,210.56,810.69
557,82,339,480,2016-09-29,2013-02-06,63,130,M,593,162.67,54,7579.72,155.47,220.9
558,37,192,516,2016-03-20,2014-02-23,80,182,M,114,945.04,26,7200.68,968.0,4053.97
559,38,35,31,2013-11-21,2014-12-10,189,202,L,631,4089.23,25,6210.27,64.32,2953.05
560,84,85,552,2013-11-21,2014-10-11,179,87,M,384,3739.89,2,167.69,720.33,8338.51
561,6,340,649,2013-06-26,2013-04-18,182,127,L,177,4405.04,1,1993.26,722.27,9643.77
562,90,236,213,2014-10-14,2013-03-21,89,19,S,93,1563.86,19,3441.23,751.13,9529.29
563,45,53,135,2015-09-10,2014-04-03,58,154,S,289,4043.56,53,4269.92,85.72,2606.6
564,77,163,266,2016-04-18,2014-04-11,91,201,L,25,116.32,42,5330.58,940.5,8169.3
565,16,173,274,2013-05-04,2015-03-12,110,184,S,895,2752.91,59,7534.24,200.69,7412.01
566,62,202,88,2015-12-10,2015-01-31,145,27,S,280,624.01,65,3588.04,431.33,561.84
567,78,59,366,2013-07-11,2014-08-05,174,33,S,98,2305.7,25,8029.19,529.98,814.11
568,20,233,655,2014-02-21,2016-09-10,129,23,L,253,1197.79,30,6099.39,455.9,1807.48
569,12,179,519,2013-07-26,2014-07-19,14,66,S,902,419.6,63,7805.77,601.15,2810.39
570,83,238,467,2016-09-05,2015-02-28,112,207,L,357,3254.86,43,3829.59,855.18,8539.77
571,34,38,174,2016-04-30,2014-12-19,26,82,M,472,4870.24,19,625.99,544.91,2693.37
572,67,27,544,2015-05-23,2015-08-14,204,100,L,419,2683.27,33,9442.22,445.09,2716.41
573,52,282,28,2016-11-08,2015-10-31,15,20,S,973,3133.06,27,8396.23,564.16,5131.23
574,88,242,612,2014-06-17,2014-03-15,9,150,S,323,2145.66,69,8414.77,629.11,9031.89
575,54,95,334,2014-03-08,2016-05-04,2,133,M,205,4690.65,36,189.98,122.35,9734.18
576,65,212,266,2013-10-02,2015-03-08,19,187,X,345,149.26,56,8091.14,827.57,5000.11
577,29,364,141,2013-02-26,2015-02-08,86,100,M,340,4327.86,46,6743.64,498.13,6829.23
578,23,153,42,2016-02-02,2015-11-01,51,119,M,591,110.06,22,8550.36,787.42,1305.0
579,94,82,459,2014-07-14,2015-07-17,122,196,S,78,1789.95,53,7894.95,204.15,7817.66
580,10,233,309,2013-09-08,2016-01-06,172,127,S,866,994.75,9,5008.97,782.56,8860.29
581,57,347,392,2016-01-12,2013-03-24,109,50,M,513,1102.8,40,7277.84,558.36,6968.06
582,8,382,240,2013-01-28,2015-07-15,177,22,S,504,4732.14,52,6222.78,488.01,9238.78
583,90,46,54,2014-12-13,2015-02-14,24,65,S,21,4723.92,7,8910.27,123.58,1373.8
584,38,43,481,2016-06-04,2015-08-04,210,88,S,717,4071.85,18,760.08,188.59,9262.85
585,61,6,280,2013-11-27,2014-04-21,63,117,XL,856,1218.74,4,494.63,260.58,7460.42
586,57,196,11,2013-05-11,2014-03-09,154,13,S,478,947.69,44,602.85,491.76,7700.57
587,92,193,290,2013-05-28,2014-05-24,36,163,S,23,294.89,69,3371.86,390.42,8255.43
588,78,217,507,2015-02-13,2014-05-25,186,9,S,393,3657.34,30,1809.45,682.42,209.7
589,83,29,233,2016-11-28,2015-09-19,17,196,S,481,3520.13,49,7638.91,945.43,4681.94
590,89,242,121,2014-11-20,2013-10-23,119,189,S,684,413.47,59,133.96,648.54,7506.84
591,85,185,531,2013-03-01,2015-06-09,15,64,L,987,1882.88,47,633.4,423.65,3223.47
592,6,208,35,2013-04-05,2016-10-13,146,160,S,104,3626.68,21,2606.61,850.7,4742.7
593,82,196,318,2014-07-01,2015-08-19,135,138,S,99,4937.56,11,3946.83,501.84,7638.72
594,4,224,119,2016-05-12,2015-10-16,49,131,M,691,2324.9,33,1603.36,868.82,4785.24
595,66,325,185,2015-05-24,2014-07-04,106,195,S,555,67.89,61,7296.29,107.71,254.86
596,28,15,333,2016-09-25,2016-09-20,36,29,S,169,860.73,64,8082.58,77.76,3535.29
597,57,362,579,2013-12-22,2015-03-11,33,47,M,793,2235.39,6,1986.09,324.53,5577.14
598,76,69,77,2016-12-11,2016-07-21,10,163,L,189,4973.74,41,7566.12,579.38,9610.85
599,73,190,72,2016-07-01,2016-01-03,81,96,XL,284,2002.24,42,2949.57,411.16,3160.96
600,1,35,274,2016-07-20,2013-06-27,31,62,L,691,1700.8,39,8383.86,879.97,7679.05
601,68,341,37,2016-01-16,2013-11-24,177,69,S,179,1995.4,60,177.6,138.97,744.87
602,94,323,11,2014-06-30,2015-07-24,109,209,L,323,3062.77,1,8782.39,53.93,4323.88
603,86,200,647,2013-02-24,2015-05-16,181,150,S,515,819.63,30,4014.56,89.55,4085.16
604,52,300,617,2014-04-05,2015-05-20,57,189,S,933,4768.04,6,2115.03,121.73,8059.93
605,64,374,488,2014-05-01,2015-06-21,79,187,S,513,1268.44,26,6982.31,714.59,4172.24
606,81,387,80,2014-04-11,2016-10-09,70,110,M,678,1294.37,47,9142.45,517.04,9637.66
607,44,80,623,2015-09-05,2016-04-04,38,178,S,13,4346.36,11,4657.95,658.46,7449.01
608,78,363,435,2016-10-06,2015-02-17,150,194,S,143,4597.86,46,9358.05,744.96,6410.44
609,20,352,23,2013-07-26,2016-02-07,178,149,XL,651,3918.14,70,5445.04,478.46,6398.46
610,73,292,610,2015-10-26,2016-07-21,177,142,L,501,4479.55,17,8913.92,837.86,984.26
611,67,388,183,2014-02-10,2016-03-06,69,182,M,629,2376.82,3,3328.98,572.75,4321.82
612,20,195,180,2016-06-26,2015-12-02,53,189,S,657,2868.16,43,2865.86,555.02,8129.58
613,63,206,459,2013-10-15,2014-06-28,101,63,M,253,619.05,1,7906.45,53.36,1073.93
614,30,161,591,2014-05-25,2016-09-18,66,184,S,3,3396.82,19,4468.35,955.65,7812.01
615,24,98,16,2016-03-25,2015-06-21,203,27,M,839,2264.46,50,1777.88,165.17,7507.6
616,32,160,375,2016-04-25,2016-11-24,141,117,S,103,745.87,19,949.1,991.11,1542.51
617,76,107,172,2014-01-12,2013-12-10,190,110,S,290,3264.03,41,1760.21,822.91,2840.44
618,18,340,203,2015-10-18,2015-06-22,9,195,S,849,3887.47,56,5508.58,310.4,1271.61
619,17,306,25,2013-04-14,2015-10-26,133,120,S,25,2428.07,2,5270.78,552.08,3359.72
620,70,363,82,2013-04-19,2013-04-16,48,205,L,484,1699.42,51,5484.77,505.02,7456.11
621,15,254,271,2016-07-19,2013-11-01,4,6,M,62,559.7,29,1136.82,534.22,6278.93
622,93,381,176,2013-10-03,2014-02-03,16,36,X,582,2287.75,38,9291.22,580.16,9210.6
623,87,104,474,2015-12-13,2013-11-20,145,118,M,528,4761.26,41,5620.11,367.3,6505.29
624,51,341,446,2015-12-27,2013-10-21,137,34,XL,409,4652.62,33,3433.22,627.67,8315.69
625,9,196,270,2015-01-07,2016-11-14,141,25,S,374,3833.67,5,3543.35,254.74,7248.75
626,66,285,230,2013-06-10,2014-07-03,48,150,S,284,3618.95,68,9579.88,436.53,2935.91
627,49,115,209,2015-03-24,2015-02-28,38,108,M,687,1772.37,70,7625.87,70.32,6134.6
628,85,225,532,2014-11-03,2015-10-17,129,154,M,122,1437.06,27,2323.07,209.76,8032.39
629,32,3,276,2013-11-07,2013-09-24,49,178,X,377,524.81,16,5059.7,814.29,4261.68
630,79,129,647,2014-12-19,2016-09-01,26,176,S,185,1861.45,69,850.07,448.66,2552.69
631,48,218,485,2016-06-13,2015-11-30,3,176,S,18,3545.49,9,502.5,136.99,4517.0
632,75,383,158,2016-09-23,2014-06-22,11,121,M,501,4620.68,48,5896.96,741.44,9101.27
633,48,185,275,2013-04-23,2013-05-16,65,184,S,240,3395.11,2,5031.42,177.58,1877.48
634,92,170,299,2013-01-24,2015-06-30,97,68,S,79,3888.53,66,4648.3,676.8,628.81
635,45,20,59,2016-01-18,2013-06-11,97,191,S,803,2762.89,54,5014.23,472.74,6797.84
636,14,60,306,2016-10-27,2015-05-11,69,91,XL,372,3033.68,68,5618.52,971.91,5235.6
637,26,177,113,2014-07-09,2015-09-14,36,89,M,132,1251.21,35,4119.79,630.81,7981.58
638,79,207,235,2014-09-08,2014-07-24,34,53,S,888,993.18,17,4240.9,296.34,217.75
639,25,229,102,2015-12-09,2015-09-08,55,1,S,270,4186.65,1,1183.53,179.03,5428.09
640,79,73,339,2015-07-21,2016-07-09,99,99,M,54,1611.37,21,2300.82,271.63,9318.14
641,63,375,603,2014-08-10,2015-03-21,130,196,X,796,40.03,23,8198.51,513.65,5411.17
642,70,193,589,2014-01-14,2013-10-13,144,206,S,985,3320.76,29,4153.73,615.95,2924.74
643,76,171,182,2015-02-17,2015-11-10,133,32,L,371,2272.35,4,4252.76,608.45,3700.48
644,37,69,657,2013-06-29,2016-11-19,124,193,S,131,566.62,52,9373.68,583.42,9510.71
645,14,18,119,2015-11-02,2014-12-06,112,75,M,788,1739.34,55,6127.41,384.11,8265.45
646,11,125,196,2015-12-23,2013-11-01,203,138,X,133,1483.37,66,4734.38,338.41,4685.69
647,12,141,344,2016-06-01,2014-02-08,122,23,S,709,320.0,18,2931.87,638.78,3284.32
648,92,202,2,2014-09-19,2014-08-26,51,39,X,783,4534.8,67,8727.83,103.62,2696.54
649,18,379,229,2013-10-04,2016-01-23,142,46,M,106,3959.12,36,2319.03,403.39,6376.34
650,86,203,168,2014-10-18,2014-10-03,40,122,XL,581,4901.17,38,9723.24,994.5,7381.7
651,76,208,77,2016-04-06,2015-05-18,41,74,M,113,1580.15,63,2159.29,291.27,385.22
652,5,174,332,2016-11-17,2014-06-23,61,207,L,458,1364.66,12,1014.77,154.43,8250.53
653,94,97,546,2013-12-10,2015-04-20,25,139,L,126,4922.73,5,9379.72,447.03,7006.63
654,22,293,311,2014-11-07,2014-06-22,210,165,S,903,3224.76,19,8080.33,436.75,4514.32
655,26,367,324,2016-09-10,2013-06-24,122,186,S,67,4105.8,7,8497.39,804.08,7511.42
656,82,280,124,2014-01-11,2014-09-16,140,206,L,199,4315.19,57,1286.88,230.98,9981.03
657,60,202,271,2014-08-09,2016-07-29,25,131,S,252,4473.54,11,6976.44,413.5,2223.91
658,17,56,143,2014-01-03,2016-10-11,23,44,M,611,849.51,40,1285.36,318.36,9909.46
659,36,92,13,2016-12-20,2014-07-10,154,60,S,302,3071.92,41,5580.13,583.11,294.52
660,5,131,92,2015-04-24,2015-04-28,185,203,S,536,2871.47,39,8442.41,530.4,1664.4
661,73,9,595,2016-08-20,2013-03-29,131,207,S,403,561.52,52,8505.12,542.42,5123.85
662,35,86,500,2014-07-15,2016-04-23,164,199,S,95,3180.63,51,1901.71,628.31,2710.37
663,80,340,499,2015-05-16,2016-08-29,168,128,M,579,2550.64,8,9494.85,918.04,5482.39
664,69,306,257,2016-05-28,2015-09-08,153,63,L,305,1595.25,70,2210.42,841.5,6988.8
665,81,122,31,2014-07-11,2016-10-14,13,148,M,822,2743.7,29,4279.67,842.89,8959.51
666,48,140,445,2013-08-24,2013-06-06,51,165,M,22,1075.63,8,2576.05,340.46,4749.86
667,56,189,337,2013-11-24,2016-07-24,63,87,S,681,1752.01,13,7801.91,210.19,1050.46
668,88,372,232,2013-10-13,2013-03-10,189,175,S,55,1502.27,56,6339.49,579.53,8791.55
669,20,53,145,2015-09-12,2013-06-15,6,191,XL,404,2519.35,5,4462.14,996.3,9027.62
670,91,359,450,2014-10-31,2014-07-20,138,144,X,731,3608.15,50,6363.61,396.02,7720.19
671,23,82,305,2016-10-25,2013-08-08,134,137,L,143,4527.02,30,9903.74,845.39,4184.53
672,39,42,399,2014-07-16,2016-01-06,67,98,S,20,3344.14,54,1347.43,999.38,7756.29
673,21,356,172,2015-08-04,2013-06-23,111,177,M,581,2501.51,65,1475.8,121.72,1153.97
674,28,294,95,2014-01-31,2014-03-10,152,4,S,313,3157.21,45,1418.54,468.76,5038.37
675,84,34,259,2013-06-20,2014-02-18,207,8,L,660,2080.95,54,2618.31,954.0,5222.86
676,6,101,605,2015-01-22,2015-05-20,19,130,L,13,2058.28,63,7345.4,179.85,5239.94
677,4,28,98,2016-01-02,2013-07-12,15,17,S,531,2663.45,63,2352.61,101.29,4128.28
678,60,248,188,2013-07-27,2013-04-02,162,97,M,194,2860.56,16,9851.47,412.79,4329.95
679,20,32,405,2014-09-14,2015-01-10,11,144,S,763,4672.47,58,4597.0,280.38,567.42
680,20,160,324,2016-12-07,2013-02-19,20,177,X,790,3415.96,39,1351.32,215.89,5654.06
681,81,176,90,2014-07-08,2014-12-23,159,155,L,294,3046.16,30,6415.34,445.21,7143.3
682,82,136,99,2015-06-24,2015-07-01,27,34,XL,485,4269.89,67,4940.55,897.37,8751.23
683,24,251,114,2016-06-28,2016-08-12,29,30,S,514,486.4,69,2234.57,963.92,9030.53
684,48,13,13,2016-02-19,2016-05-23,29,47,X,231,4629.49,58,4082.03,730.37,9108.02
685,56,127,20,2015-06-23,2013-09-11,187,123,S,992,3541.55,6,1593.33,745.38,2513.81
686,15,8,552,2016-05-28,2016-12-21,188,31,X,523,2663.18,70,3339.5,685.17,7472.22
687,18,149,535,2015-04-18,2015-07-12,123,196,S,102,4861.99,57,6214.0,637.54,3169.18
688,71,56,469,2013-04-03,2013-07-14,185,146,M,77,1564.61,18,4476.07,512.43,2272.87
689,48,156,101,2014-03-26,2013-11-04,11,57,S,289,1836.85,18,6857.18,132.3,4268.57
690,49,187,401,2015-12-01,2016-12-14,35,36,M,422,3254.54,35,7622.89,744.48,3750.66
691,11,284,502,2015-11-06,2014-01-06,176,85,M,837,4896.57,18,8891.43,847.79,9110.8
692,34,193,257,2013-01-10,2016-04-23,170,9,S,609,2811.23,33,3727.01,684.95,8881.66
693,64,386,568,2014-08-17,2014-08-17,165,174,X,732,2266.75,47,9559.1,83.51,3149.01
694,40,257,323,2013-11-28,2015-10-09,7,200,S,524,4139.29,57,6066.38,228.68,3319.93
695,41,61,419,2014-06-02,2015-10-09,81,185,M,777,3433.98,22,7999.67,106.23,1088.96
696,86,246,377,2016-06-02,2014-10-05,79,72,M,92,2017.83,60,504.9,632.07,1483.5
697,1,105,354,2016-06-23,2014-09-16,196,68,XL,157,3705.56,46,1124.51,636.03,1586.72
698,74,103,7,2016-08-31,2013-06-29,69,155,S,783,3609.21,64,6263.25,629.72,7416.58
699,20,253,614,2016-05-17,2013-04-12,119,193,L,667,1417.93,14,7926.63,153.98,6293.5
700,93,347,46,2013-09-23,2016-11-13,150,127,X,100,3625.3,7,8899.02,189.51,8830.94
701,13,310,346,2015-11-30,2014-11-22,86,201,M,472,1714.43,55,3561.0,367.53,911.9
702,85,50,9,2014-06-12,2016-09-29,29,143,M,512,3577.56,53,1988.87,642.65,8100.82
703,21,93,546,2016-07-24,2016-09-16,59,35,XL,78,2415.46,17,3657.19,822.8,3235.25
704,36,140,10,2016-05-28,2014-03-27,88,149,S,286,804.29,4,484.45,553.62,7784.35
705,72,161,599,2016-07-20,2015-01-01,171,109,L,310,3421.2,51,8640.12,241.95,9046.84
706,39,240,200,2016-01-16,2014-02-13,82,38,L,657,4812.8,63,5221.42,393.05,5788.78
707,20,102,365,2013-09-29,2013-09-16,197,184,S,546,4493.81,10,4153.54,68.14,9490.59
708,52,46,45,2016-01-14,2013-03-17,2,183,S,951,3362.12,3,7384.06,562.71,9466.06
709,56,134,286,2014-05-23,2015-04-07,58,63,L,717,2936.76,30,7708.6,986.7,1084.66
710,75,107,458,2014-06-09,2015-05-06,199,162,S,872,1484.93,58,5782.78,353.86,7840.93
711,13,178,540,2014-10-23,2015-06-15,123,177,XL,52,907.77,29,9021.92,179.66,4193.45
712,47,295,187,2016-12-19,2013-03-17,57,147,S,704,1099.87,45,9759.21,435.68,4043.98
713,7,101,7,2015-12-19,2014-02-26,201,108,S,5,3124.77,19,1762.18,613.16,7663.45
714,92,57,377,2015-03-19,2015-07-25,44,184,M,972,1174.92,22,6695.52,98.01,1586.02
715,92,16,241,2015-06-14,2016-11-10,171,143,M,899,4657.77,21,2411.14,71.06,9018.41
716,82,184,444,2015-07-04,2015-06-24,154,113,XL,263,845.43,57,3289.38,418.48,8525.33
717,20,230,336,2016-08-23,2015-03-28,126,94,S,46,3501.37,7,9458.4,178.19,7614.54
718,89,120,265,2015-06-17,2015-04-22,119,210,M,94,4628.27,40,9848.08,111.95,4161.5
719,34,8,214,2014-05-13,2016-05-27,61,135,L,882,3001.21,41,4869.0,55.75,2186.11
720,49,212,159,2016-12-25,2015-06-07,196,16,L,145,3758.7,41,6460.28,597.9,3574.47
721,67,342,137,2014-08-11,2015-11-26,170,14,L,660,74.83,26,4229.69,867.77,3708.15
722,40,353,176,2014-03-03,2014-09-09,65,173,XL,278,2202.82,16,9375.5,661.72,9649.22
723,38,188,199,2013-06-20,2014-06-27,17,13,S,569,3281.24,41,8219.17,787.5,2313.05
724,19,134,58,2014-02-10,2015-09-07,201,111,M,329,54.92,6,5869.89,320.33,1185.83
725,79,257,478,2016-12-22,2016-11-24,159,131,S,865,3172.95,32,1752.39,269.3,5979.14
726,10,97,370,2016-03-27,2015-04-26,24,110,L,125,1196.52,22,6447.59,371.09,8387.6
727,7,127,580,2013-05-03,2016-03-04,35,96,S,634,1287.35,27,9603.53,110.79,2158.79
728,17,120,90,2013-04-29,2016-06-27,207,157,S,863,4940.29,36,6462.53,439.4,6346.1
729,70,213,114,2016-02-14,2016-09-01,120,109,M,33,206.16,30,6425.79,304.19,6951.57
730,75,364,180,2016-12-21,2013-02-16,195,166,M,678,1004.58,44,6061.79,54.88,7172.49
731,44,243,175,2016-12-29,2015-03-01,105,15,S,606,3645.11,24,9774.63,594.89,2571.77
732,91,232,27,2015-11-28,2016-04-15,151,3,L,911,2124.08,46,178.53,663.95,491.04
733,46,44,335,2014-06-24,2013-11-08,25,89,S,534,574.86,34,629.91,502.17,4684.73
734,30,304,617,2016-05-02,2014-05-26,36,191,M,166,1476.41,48,7429.73,679.35,7450.99
735,1,210,471,2013-12-23,2015-07-25,19,166,S,301,4296.82,8,6653.3,553.36,1651.7
736,71,307,117,2015-09-06,2014-07-13,46,136,L,293,2916.44,21,8660.79,487.7,8832.88
737,79,174,573,2016-03-08,2015-06-29,165,156,M,427,679.85,33,5649.38,93.58,412.24
738,87,326,18,2015-12-19,2015-12-12,22,209,S,425,833.27,6,6547.31,956.24,8966.47
739,21,264,611,2015-03-22,2013-04-01,148,142,S,30,3862.43,68,2165.24,258.79,6815.4
740,19,197,27,2013-12-17,2014-12-17,17,161,M,28,4912.45,69,8485.89,991.12,1917.5
741,6,156,192,2013-03-23,2014-04-15,79,49,S,227,1097.57,11,4946.82,822.59,7958.3
742,31,190,538,2016-06-08,2016-08-27,63,202,S,179,3847.3,45,510.07,821.73,3601.64
743,94,256,304,2014-02-28,2016-11-24,138,153,XL,869,3652.33,68,2354.92,397.34,5569.43
744,54,180,418,2016-07-02,2016-03-17,20,62,M,475,3228.9,2,1726.38,102.54,1577.01
745,1,97,657,2014-03-11,2014-01-01,125,19,L,38,187.86,16,7067.83,190.99,4483.82
746,68,44,246,2013-12-29,2015-03-15,118,159,L,82,4819.67,18,946.17,567.5,5678.82
747,16,128,596,2014-05-21,2015-07-03,169,209,S,700,2921.17,24,4820.44,208.43,1643.04
748,84,82,493,2016-11-08,2014-12-11,59,47,L,662,3992.06,58,6837.82,310.88,4385.12
749,92,212,315,2014-07-22,2013-12-16,8,1,S,689,2931.14,60,9013.33,427.76,6408.57
750,50,243,249,2016-09-17,2013-09-14,206,59,M,754,1254.05,3,926.05,218.82,9262.96
751,88,74,226,2013-07-09,2016-05-28,127,95,S,973,1751.6,45,9720.97,50.18,4678.89
752,24,178,491,2013-10-02,2015-11-01,153,210,XL,881,2574.69,6,570.15,560.15,8708.9
753,69,82,603,2015-02-15,2016-09-04,63,90,M,394,1176.25,38,3004.8,826.65,856.99
754,24,14,544,2013-02-21,2016-07-09,177,113,XL,775,4354.65,1,9124.46,272.35,196.67
755,92,204,20,2016-04-26,2014-02-02,92,187,L,294,3547.9,15,6933.71,180.34,842.45
756,55,214,615,2016-05-09,2015-05-03,127,42,S,188,2441.0,52,5870.31,838.74,4443.18
757,82,207,446,2014-01-17,2013-08-14,152,65,M,331,2125.33,12,6073.54,130.13,461.2
758,84,381,514,2016-12-02,2016-09-18,23,202,S,936,2406.98,66,9060.75,178.06,2407.77
759,36,143,200,2014-09-11,2015-08-22,17,52,S,799,337.3,23,7542.99,993.58,8895.72
760,15,10,431,2015-02-20,2015-05-30,148,169,L,890,1303.0,52,861.94,659.98,9757.02
761,1,109,521,2015-06-13,2013-07-15,38,74,M,702,3916.59,56,2076.07,274.42,7535.39
762,32,49,245,2013-04-14,2015-04-02,94,162,S,442,3092.03,46,7932.95,846.52,2811.68
763,18,12,62,2016-08-20,2013-09-10,15,7,S,667,1853.73,37,2060.12,725.04,874.14
764,55,56,179,2014-04-26,2014-05-20,178,175,L,710,4829.73,34,4275.26,761.67,3520.73
765,41,158,532,2015-10-27,2016-06-21,52,189,M,46,2468.54,57,4440.79,706.72,9020.25
766,52,263,534,2013-07-13,2015-01-28,137,73,L,519,2303.44,49,9269.16,811.54,9462.56
767,3,6,282,2016-08-29,2016-01-05,85,209,M,990,3059.51,48,5772.7,793.41,9701.39
768,31,172,614,2014-05-12,2014-06-26,4,135,S,818,4238.81,34,1616.17,682.96,5612.95
769,72,116,84,2013-04-27,2015-03-03,93,23,XL,116,573.82,1,1256.96,356.63,9299.45
770,59,7,182,2013-09-06,2016-03-01,11,140,S,881,4863.72,42,1351.06,136.3,6187.31
771,88,226,553,2013-12-05,2016-11-19,154,7,M,512,3550.1,41,5776.14,844.58,3175.84
772,18,197,546,2015-01-04,2013-03-22,179,37,S,192,2404.23,43,4342.62,454.43,6266.06
773,58,309,462,2016-05-27,2016-08-30,188,180,M,248,3982.97,51,511.36,548.36,4437.93
774,90,328,504,2016-04-23,2014-01-05,147,173,S,306,4520.46,28,2024.97,864.25,9705.64
775,35,156,374,2014-09-21,2014-10-05,27,19,S,393,4684.69,23,8331.99,877.57,6613.62
776,81,75,268,2015-07-25,2014-03-01,41,41,M,957,1844.12,54,275.55,806.61,8037.98
777,1,107,81,2016-06-17,2016-10-02,49,150,M,969,2308.21,66,4368.3,340.14,1675.78
778,86,20,115,2015-06-06,2015-04-09,27,97,S,789,2547.33,28,3507.7,484.73,6855.4
779,88,180,539,2015-10-12,2013-05-01,145,176,M,517,3943.71,45,5617.84,236.5,5160.03
780,23,63,460,2015-02-13,2013-04-02,62,3,M,723,1554.96,19,6647.37,146.2,6896.21
781,75,321,491,2015-06-03,2013-09-09,150,91,S,603,4447.19,64,2853.53,694.03,9660.33
782,22,332,485,2013-07-28,2015-12-13,17,45,S,986,1045.71,5,3806.48,738.84,7317.52
783,54,159,275,2016-11-06,2014-12-30,27,194,S,657,450.84,31,5696.99,525.0,2311.47
784,56,122,214,2016-04-05,2014-05-22,70,194,S,566,3956.73,43,667.0,607.45,8060.03
785,57,53,563,2016-11-22,2013-10-29,36,17,X,246,2165.04,44,6170.21,373.19,4338.14
786,90,351,199,2013-10-18,2013-06-04,12,25,S,484,2115.34,17,3260.81,554.61,6194.04
787,92,384,385,2014-06-18,2014-06-04,25,46,M,534,3570.85,16,7901.85,66.95,498.56
788,43,97,336,2016-06-13,2013-03-03,77,191,X,593,37.78,10,9847.02,595.91,3029.51
789,75,92,138,2016-02-06,2014-03-25,31,87,S,557,1178.29,57,4709.27,715.54,2573.05
790,69,257,512,2014-02-21,2016-02-28,83,131,S,481,1065.31,7,4386.19,487.53,4323.88
791,3,150,122,2014-07-02,2016-06-17,205,45,XL,49,1362.4,61,5862.2,472.09,7312.88
792,6,205,88,2014-06-23,2014-06-19,144,138,S,371,2765.56,2,2273.42,900.97,2229.7
793,69,191,101,2016-10-31,2015-06-02,88,192,S,440,3117.5,60,4975.56,264.39,4627.84
794,50,114,602,2014-05-17,2015-01-25,186,155,M,396,1144.5,2,7520.16,605.88,7594.08
795,39,383,614,2014-03-17,2013-04-17,122,35,S,206,997.67,20,2447.3,330.21,8466.16
796,40,27,382,2014-07-04,2015-01-03,1,66,S,439,3182.63,41,5631.06,959.85,6123.74
797,2,67,56,2015-02-09,2016-06-28,42,161,M,155,3431.65,17,5012.06,122.57,3434.34
798,81,172,26,2014-12-12,2014-03-27,96,119,S,395,839.28,33,3036.26,170.01,1952.8
799,83,115,324,2016-12-06,2016-06-27,112,18,M,180,1036.55,41,6429.74,969.83,578.16
800,61,374,210,2016-07-29,2013-07-14,195,166,S,403,623.91,13,6834.47,764.83,4923.46
801,34,284,511,2015-10-17,2015-04-25,28,78,S,656,83.07,44,9855.12,78.98,1855.48
802,9,195,386,2016-07-26,2014-08-17,207,4,S,776,101.8,33,4811.5,858.63,4973.41
803,50,62,473,2015-11-15,2016-07-21,39,126,M,662,3504.39,24,2517.47,536.19,1451.8
804,46,184,350,2015-12-19,2016-08-01,131,96,S,81,3910.2,35,2777.18,829.97,3325.55
805,49,253,460,2016-10-04,2014-08-08,31,169,X,979,490.34,30,2445.52,767.3,9241.61
806,8,305,184,2013-11-28,2016-05-06,61,64,M,127,2689.25,12,5269.09,355.7,890.03
807,95,144,461,2016-08-03,2014-03-26,107,161,XL,780,2316.15,41,3258.1,578.05,6014.68
808,30,169,598,2016-11-20,2013-11-01,166,141,M,757,277.94,10,7816.09,180.07,8877.87
809,71,353,25,2013-07-27,2015-06-11,169,193,L,817,4864.31,2,4075.95,230.54,8535.21
810,82,48,87,2015-05-24,2014-09-20,53,35,L,30,1886.81,66,6407.91,916.41,232.1
811,92,131,526,2016-10-26,2016-11-27,113,168,S,858,3137.47,39,3475.79,574.3,2176.94
812,5,18,345,2014-06-28,2016-07-31,57,169,M,469,2940.39,11,2443.36,243.16,7575.94
813,60,257,247,2015-02-14,2013-05-28,201,65,S,901,3280.76,44,8859.82,231.18,7031.98
814,46,360,429,2015-08-02,2016-07-13,133,124,S,496,420.55,39,8906.91,100.78,5313.42
815,73,333,563,2016-08-24,2014-04-18,70,91,S,133,4608.87,9,2665.61,226.71,248.01
816,58,204,374,2016-07-14,2014-01-18,11,119,M,603,150.08,51,4037.9,860.67,6108.29
817,20,337,350,2015-06-06,2016-04-06,120,76,M,634,2720.04,5,4380.07,187.39,635.52
818,28,324,203,2016-01-08,2014-10-12,146,172,S,89,2133.21,64,7026.14,299.63,6577.24
819,63,44,73,2015-01-06,2014-10-07,162,184,M,411,4037.79,49,2650.99,398.78,3067.52
820,71,291,240,2013-04-27,2015-09-07,118,68,S,804,3897.0,30,5270.21,854.35,786.81
